	ID	original_filename	Dataset	Organism	Technique	Target Element	Assay Factor	Conditions	PI	Tissue	region_type	basename	genotype	replicate	new_filename
67	2989	2989_repset.9701254.smoothedM.clusters.gff3.enriched.gff.gz	H2Av;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H2Av	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	2989_repset.9701254.smoothedM.clusters.gff3	wt	0	H2Av_wt_Embryo_Histone-Modification_0_enriched_2989
68	2989	2989_repset.9701254.smoothedM.clusters.gff3.depleted.gff.gz	H2Av;Oregon-R;Embryos 14-16 hr OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H2Av	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	2989_repset.9701254.smoothedM.clusters.gff3	wt	0	H2Av_wt_Embryo_Histone-Modification_0_depleted_2989
69	5058	5058_repset.14517385.smoothedM.clusters.gff3.depleted.gff.gz	dmTopo II;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	dmTopo II	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	5058_repset.14517385.smoothedM.clusters.gff3	wt	0	dmTopo-II_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_5058
70	5058	5058_repset.14517385.smoothedM.clusters.gff3.enriched.gff.gz	dmTopo II;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	dmTopo II	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	5058_repset.14517385.smoothedM.clusters.gff3	wt	0	dmTopo-II_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_5058
71	4187	4187_repset.9274447.smoothedM.clusters.gff3.enriched.gff.gz	Rhino;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Rhino	Late Embryonic stage	Karpen, G.	S2	enriched	4187_repset.9274447.smoothedM.clusters.gff3	wt	0	Rhino_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_4187
72	4187	4187_repset.9274447.smoothedM.clusters.gff3.depleted.gff.gz	Rhino;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	Rhino	Late Embryonic stage	Karpen, G.	S2	depleted	4187_repset.9274447.smoothedM.clusters.gff3	wt	0	Rhino_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_4187
73	3947	3947_repset.9700089.smoothedM.clusters.gff3.depleted.gff.gz	HP1a;Oregon-R;Tissue:Ovary:GK:1;Adult Female;Ovary;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Adult Female	Karpen, G.	Adult	depleted	3947_repset.9700089.smoothedM.clusters.gff3	wt	0	HP1a_wt_Adult_Non-TF-Chromatin-binding-factor_0_depleted_3947
74	3947	3947_repset.9700089.smoothedM.clusters.gff3.enriched.gff.gz	HP1a;Oregon-R;Tissue:Ovary:GK:1;Adult Female;Ovary;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Adult Female	Karpen, G.	Adult	enriched	3947_repset.9700089.smoothedM.clusters.gff3	wt	0	HP1a_wt_Adult_Non-TF-Chromatin-binding-factor_0_enriched_3947
75	5088	5088_2341.enrichment.clusters.gff3.enriched.gff.gz	H3K27me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5088_2341.enrichment.clusters.gff3	wt	0	H3K27me2_wt_Larvae_Histone-Modification_0_enriched_5088
76	5088	5088_2340.enrichment.clusters.gff3.depleted.gff.gz	H3K27me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5088_2340.enrichment.clusters.gff3	wt	1	H3K27me2_wt_Larvae_Histone-Modification_1_depleted_5088
79	5088	5088_2340.enrichment.clusters.gff3.enriched.gff.gz	H3K27me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5088_2340.enrichment.clusters.gff3	wt	1	H3K27me2_wt_Larvae_Histone-Modification_1_enriched_5088
77	5088	5088_repset.18482405.enrichment.clusters.gff3.enriched.gff.gz	H3K27me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	Larvae	enriched	5088_repset.18482405.enrichment.clusters.gff3	wt	2	H3K27me2_wt_Larvae_Histone-Modification_2_enriched_5088
78	5088	5088_repset.18482405.enrichment.clusters.gff3.depleted.gff.gz	H3K27me2;Oregon-R;Larvae 3rd instar;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me2	Larvae 3rd instar	Karpen, G.	Larvae	depleted	5088_repset.18482405.enrichment.clusters.gff3	wt	2	H3K27me2_wt_Larvae_Histone-Modification_2_depleted_5088
80	3955	3955_1820.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	3955_1820.enrichment.clusters.gff3	wt	0	H3K27me3_wt_Embryo_Histone-Modification_0_enriched_3955
81	3955	3955_1957.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	3955_1957.enrichment.clusters.gff3	wt	1	H3K27me3_wt_Embryo_Histone-Modification_1_enriched_3955
82	3955	3955_repset.17400038.enrichment.clusters.gff3.enriched.gff.gz	H3K27me3;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27me3	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	3955_repset.17400038.enrichment.clusters.gff3	wt	2	H3K27me3_wt_Embryo_Histone-Modification_2_enriched_3955
83	948	948_repset.8061127.smoothedM.clusters.gff3.depleted.gff.gz	PCL;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	PCL	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	948_repset.8061127.smoothedM.clusters.gff3	wt	0	PCL_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_948
84	948	948_repset.8061127.smoothedM.clusters.gff3.enriched.gff.gz	PCL;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	PCL	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	948_repset.8061127.smoothedM.clusters.gff3	wt	0	PCL_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_948
85	5617	5617_repset.12058904.smoothedM.clusters.gff3.enriched.gff.gz	H3K9me2;Sexed Female Jil mutant;Larvae 3rd instar Sexed Female;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me2	Larvae 3rd instar Sexed Female	Karpen, G.	Larvae	enriched	5617_repset.12058904.smoothedM.clusters.gff3	Sexed Female Jil mutant	0	H3K9me2_Sexed-Female-Jil-mutant_Larvae_Histone-Modification_0_enriched_5617
86	5617	5617_repset.12058904.smoothedM.clusters.gff3.depleted.gff.gz	H3K9me2;Sexed Female Jil mutant;Larvae 3rd instar Sexed Female;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me2	Larvae 3rd instar Sexed Female	Karpen, G.	Larvae	depleted	5617_repset.12058904.smoothedM.clusters.gff3	Sexed Female Jil mutant	0	H3K9me2_Sexed-Female-Jil-mutant_Larvae_Histone-Modification_0_depleted_5617
87	5591	5591_2198.enrichment.clusters.gff3.enriched.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	enriched	5591_2198.enrichment.clusters.gff3	wt	0	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_0_enriched_5591
92	5591	5591_2198.enrichment.clusters.gff3.depleted.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	depleted	5591_2198.enrichment.clusters.gff3	wt	0	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_0_depleted_5591
88	5591	5591_repset.18972729.enrichment.clusters.gff3.enriched.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	enriched	5591_repset.18972729.enrichment.clusters.gff3	wt	1	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_1_enriched_5591
91	5591	5591_repset.18972729.enrichment.clusters.gff3.depleted.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	depleted	5591_repset.18972729.enrichment.clusters.gff3	wt	1	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_1_depleted_5591
89	5591	5591_2197.enrichment.clusters.gff3.enriched.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	enriched	5591_2197.enrichment.clusters.gff3	wt	2	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_2_enriched_5591
90	5591	5591_2197.enrichment.clusters.gff3.depleted.gff.gz	HP1c;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	HP1c	Mixed Adult	Karpen, G.	Adult	depleted	5591_2197.enrichment.clusters.gff3	wt	2	HP1c_wt_Adult_Non-TF-Chromatin-binding-factor_2_depleted_5591
93	2664	2664_repset.5013684.smoothedM.clusters.gff3.enriched.gff.gz	H3K9me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me3	Mixed Adult	Karpen, G.	Adult	enriched	2664_repset.5013684.smoothedM.clusters.gff3	wt	0	H3K9me3_wt_Adult_Histone-Modification_0_enriched_2664
94	2664	2664_repset.5013684.smoothedM.clusters.gff3.depleted.gff.gz	H3K9me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9me3	Mixed Adult	Karpen, G.	Adult	depleted	2664_repset.5013684.smoothedM.clusters.gff3	wt	0	H3K9me3_wt_Adult_Histone-Modification_0_depleted_2664
95	2754	2754_BG3.bed.gff3.gz	ORC2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-seq	D. melanogaster	ChIP-seq	DNA Replication	ORC2	Larvae 3rd instar	MacAlpine, D.	ML-DmBG3	enriched	2754_BG3.bed.gff3.gz	wt	0	ORC2_wt_ML-DmBG3_DNA-Replication_0_enriched_2754
96	2754	2754_BG3_7.bed.gff3.gz	ORC2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-seq	D. melanogaster	ChIP-seq	DNA Replication	ORC2	Larvae 3rd instar	MacAlpine, D.	ML-DmBG3	enriched	2754_BG3_7.bed.gff3.gz	wt	1	ORC2_wt_ML-DmBG3_DNA-Replication_1_enriched_2754
97	2754	2754_BG3_13.bed.gff3.gz	ORC2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-seq	D. melanogaster	ChIP-seq	DNA Replication	ORC2	Larvae 3rd instar	MacAlpine, D.	ML-DmBG3	enriched	2754_BG3_13.bed.gff3.gz	wt	2	ORC2_wt_ML-DmBG3_DNA-Replication_2_enriched_2754
98	5091	5091_repset.18482412.enrichment.clusters.gff3.depleted.gff.gz	H3K36me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me3	Mixed Adult	Karpen, G.	Adult	depleted	5091_repset.18482412.enrichment.clusters.gff3	wt	0	H3K36me3_wt_Adult_Histone-Modification_0_depleted_5091
101	5091	5091_repset.18482412.enrichment.clusters.gff3.enriched.gff.gz	H3K36me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me3	Mixed Adult	Karpen, G.	Adult	enriched	5091_repset.18482412.enrichment.clusters.gff3	wt	0	H3K36me3_wt_Adult_Histone-Modification_0_enriched_5091
99	5091	5091_2302.enrichment.clusters.gff3.enriched.gff.gz	H3K36me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me3	Mixed Adult	Karpen, G.	Adult	enriched	5091_2302.enrichment.clusters.gff3	wt	1	H3K36me3_wt_Adult_Histone-Modification_1_enriched_5091
100	5091	5091_2301.enrichment.clusters.gff3.enriched.gff.gz	H3K36me3;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K36me3	Mixed Adult	Karpen, G.	Adult	enriched	5091_2301.enrichment.clusters.gff3	wt	2	H3K36me3_wt_Adult_Histone-Modification_2_enriched_5091
102	4935	4935_repset.15303259.smoothedM.clusters.gff3.depleted.gff.gz	H3K4me2;Kc167;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Late Embryonic stage	Karpen, G.	Kc	depleted	4935_repset.15303259.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Kc_Histone-Modification_0_depleted_4935
103	4935	4935_repset.15303259.smoothedM.clusters.gff3.enriched.gff.gz	H3K4me2;Kc167;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K4me2	Late Embryonic stage	Karpen, G.	Kc	enriched	4935_repset.15303259.smoothedM.clusters.gff3	wt	0	H3K4me2_wt_Kc_Histone-Modification_0_enriched_4935
104	3766	3766_repset.15663119.smoothedM.clusters.gff3.enriched.gff.gz	H3K9ac;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Mixed Adult	Karpen, G.	Adult	enriched	3766_repset.15663119.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Adult_Histone-Modification_0_enriched_3766
105	3766	3766_repset.15663119.smoothedM.clusters.gff3.depleted.gff.gz	H3K9ac;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Mixed Adult	Karpen, G.	Adult	depleted	3766_repset.15663119.smoothedM.clusters.gff3	wt	0	H3K9ac_wt_Adult_Histone-Modification_0_depleted_3766
106	3767	3767_repset.15663112.smoothedM.clusters.gff3.depleted.gff.gz	H3K9acS10P;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Mixed Adult	Karpen, G.	Adult	depleted	3767_repset.15663112.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_Adult_Histone-Modification_0_depleted_3767
107	3767	3767_repset.15663112.smoothedM.clusters.gff3.enriched.gff.gz	H3K9acS10P;Oregon-R;Tissue:Heads-OR:GK:1;Mixed Adult;Heads OR;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9acS10P	Mixed Adult	Karpen, G.	Adult	enriched	3767_repset.15663112.smoothedM.clusters.gff3	wt	0	H3K9acS10P_wt_Adult_Histone-Modification_0_enriched_3767
108	3893	3893_repset.14517399.smoothedM.clusters.gff3.enriched.gff.gz	HP1a;CG8409-RNAi;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Late Embryonic stage	Karpen, G.	S2	enriched	3893_repset.14517399.smoothedM.clusters.gff3	wt	0	HP1a_wt_S2_Non-TF-Chromatin-binding-factor_0_enriched_3893
109	3893	3893_repset.14517399.smoothedM.clusters.gff3.depleted.gff.gz	HP1a;CG8409-RNAi;S2-DRSC;Late Embryonic stage;Embryo-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Late Embryonic stage	Karpen, G.	S2	depleted	3893_repset.14517399.smoothedM.clusters.gff3	wt	0	HP1a_wt_S2_Non-TF-Chromatin-binding-factor_0_depleted_3893
110	4943	4943_2034.enrichment.clusters.gff3.depleted.gff.gz	Su(var)3-7;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	Su(var)3-7	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	4943_2034.enrichment.clusters.gff3	wt	0	Su(var)3-7_wt_Embryo_Non-TF-Chromatin-binding-factor_0_depleted_4943
113	4943	4943_2034.enrichment.clusters.gff3.enriched.gff.gz	Su(var)3-7;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	Su(var)3-7	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4943_2034.enrichment.clusters.gff3	wt	0	Su(var)3-7_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_4943
111	4943	4943_2035.enrichment.clusters.gff3.enriched.gff.gz	Su(var)3-7;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	Su(var)3-7	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4943_2035.enrichment.clusters.gff3	wt	1	Su(var)3-7_wt_Embryo_Non-TF-Chromatin-binding-factor_1_enriched_4943
112	4943	4943_repset.18153528.enrichment.clusters.gff3.enriched.gff.gz	Su(var)3-7;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	Su(var)3-7	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4943_repset.18153528.enrichment.clusters.gff3	wt	2	Su(var)3-7_wt_Embryo_Non-TF-Chromatin-binding-factor_2_enriched_4943
114	5070	5070_repset.18482426.enrichment.clusters.gff3.enriched.gff.gz	dMi-2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	dMi-2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5070_repset.18482426.enrichment.clusters.gff3	wt	0	dMi-2_wt_Embryo_Non-TF-Chromatin-binding-factor_0_enriched_5070
115	5070	5070_2447.enrichment.clusters.gff3.enriched.gff.gz	dMi-2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	dMi-2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5070_2447.enrichment.clusters.gff3	wt	1	dMi-2_wt_Embryo_Non-TF-Chromatin-binding-factor_1_enriched_5070
116	5070	5070_2448.enrichment.clusters.gff3.enriched.gff.gz	dMi-2;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Non TF Chromatin binding factor	dMi-2	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	5070_2448.enrichment.clusters.gff3	wt	2	dMi-2_wt_Embryo_Non-TF-Chromatin-binding-factor_2_enriched_5070
117	3026	3026_repset.9273878.smoothedM.clusters.gff3.depleted.gff.gz	HP2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3026_repset.9273878.smoothedM.clusters.gff3	wt	0	HP2_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3026
118	3026	3026_repset.9273878.smoothedM.clusters.gff3.enriched.gff.gz	HP2;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP2	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3026_repset.9273878.smoothedM.clusters.gff3	wt	0	HP2_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3026
119	3892	3892_repset.14090670.smoothedM.clusters.gff3.depleted.gff.gz	HP1a;Su(var) 3-9 06 17 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3892_repset.14090670.smoothedM.clusters.gff3	Su(var) 3-9 06 17 mutant	0	HP1a_Su(var)-3-9-06-17-mutant_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_3892
120	3892	3892_repset.14090670.smoothedM.clusters.gff3.enriched.gff.gz	HP1a;Su(var) 3-9 06 17 mutant;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP1a	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3892_repset.14090670.smoothedM.clusters.gff3	Su(var) 3-9 06 17 mutant	0	HP1a_Su(var)-3-9-06-17-mutant_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_3892
121	391	391_L2_K9Ac_agilent_dmel3_merged_dcc.gff.gz	H3K9ac;Larvae L2 stage;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K9ac	Larvae L2 stage	White, K.	Larvae	enriched	391_L2_K9Ac_agilent_dmel3_merged_dcc.gff.gz	wt	0	H3K9ac_wt_Larvae_Histone-Modification_0_enriched_391
122	841	841_L2_H3K27Acs6_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	H3K27ac;Y cn bw sp;Larvae L2 stage;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K27ac	Larvae L2 stage	White, K.	Larvae	enriched	841_L2_H3K27Acs6_Input_tag36_mfold4_250_peaks_1fdr_filtered.bed.gff3.gz	wt	0	H3K27ac_wt_Larvae_Histone-Modification_0_enriched_841
123	3782	3782_repset.14910807.smoothedM.clusters.gff3.depleted.gff.gz	HP4;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP4	Larvae 3rd instar	Karpen, G.	Larvae	depleted	3782_repset.14910807.smoothedM.clusters.gff3	wt	0	HP4_wt_Larvae_Non-TF-Chromatin-binding-factor_0_depleted_3782
124	3782	3782_repset.14910807.smoothedM.clusters.gff3.enriched.gff.gz	HP4;Oregon-R;Larvae 3rd instar;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	HP4	Larvae 3rd instar	Karpen, G.	Larvae	enriched	3782_repset.14910807.smoothedM.clusters.gff3	wt	0	HP4_wt_Larvae_Non-TF-Chromatin-binding-factor_0_enriched_3782
125	3681	3681_repset.9274917.smoothedM.clusters.gff3.depleted.gff.gz	H3K27me3;CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	H3K27me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	3681_repset.9274917.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_depleted_3681
126	3681	3681_repset.9274917.smoothedM.clusters.gff3.enriched.gff.gz	H3K27me3;CG8591-RNAi;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Non TF Chromatin binding factor	H3K27me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	3681_repset.9274917.smoothedM.clusters.gff3	wt	0	H3K27me3_wt_ML-DmBG3_Non-TF-Chromatin-binding-factor_0_enriched_3681
127	4121	4121_repset.17400879.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4121_repset.17400879.enrichment.clusters.gff3	wt	0	H3K4me1_wt_Embryo_Histone-Modification_0_enriched_4121
130	4121	4121_repset.17400879.enrichment.clusters.gff3.depleted.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	depleted	4121_repset.17400879.enrichment.clusters.gff3	wt	0	H3K4me1_wt_Embryo_Histone-Modification_0_depleted_4121
128	4121	4121_1975.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4121_1975.enrichment.clusters.gff3	wt	1	H3K4me1_wt_Embryo_Histone-Modification_1_enriched_4121
129	4121	4121_1958.enrichment.clusters.gff3.enriched.gff.gz	H3K4me1;Oregon-R;Embryos 14-16 hr OR;ChIP-seq	D. melanogaster	ChIP-seq	Histone Modification	H3K4me1	Embryos 14-16 hr OR	Karpen, G.	Embryo	enriched	4121_1958.enrichment.clusters.gff3	wt	2	H3K4me1_wt_Embryo_Histone-Modification_2_enriched_4121
131	301	301_repset.4621052.smoothedM.clusters.gff3.enriched.gff.gz	H3K36me3;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	enriched	301_repset.4621052.smoothedM.clusters.gff3	wt	0	H3K36me3_wt_ML-DmBG3_Histone-Modification_0_enriched_301
132	301	301_repset.4621052.smoothedM.clusters.gff3.depleted.gff.gz	H3K36me3;ML-DmBG3-c2;Larvae 3rd instar;CNS-derived cell-line;ChIP-chip	D. melanogaster	ChIP-chip	Histone Modification	H3K36me3	Larvae 3rd instar	Karpen, G.	ML-DmBG3	depleted	301_repset.4621052.smoothedM.clusters.gff3	wt	0	H3K36me3_wt_ML-DmBG3_Histone-Modification_0_depleted_301
133	3234	3234_E0-4h_8T(tll)-GFP-tll_peaks.bed.gff3.gz	eGFP;Embryos 0-4 hr;ChIP-seq	D. melanogaster	ChIP-seq	Transcriptional Factor	eGFP	Embryos 0-4 hr	White, K.	Embryo	enriched	3234_E0-4h_8T(tll)-GFP-tll_peaks.bed.gff3.gz	wt	0	eGFP_wt_Embryo_Transcriptional-Factor_0_enriched_3234
